source	target	direction
CAMK1D	HRAS	KEGG
IL15	IL15RA	KEGG
PTK2B	ARHGEF12	KEGG
HNF4A	PCK1	KEGG
NEUROD1	GCK	KEGG
GPHB5	ADCYAP1R1	KEGG
STAT1	FOS	KEGG
RPS6KB1	ESR1	KEGG
FOXO3	SOD2	KEGG
LEPR	PPARA	KEGG
AFDN	ACTB	KEGG
BAD	BCL2	KEGG
IL16	CD4	KEGG
PRKCA	BCAR1	KEGG
CIDEA	PRKAG2	KEGG
MTOR	PPARG	KEGG
NFATC1	EGR2	KEGG
TP53	RRM2B	KEGG
LRRC4B	PTPRF	KEGG
TNNT2	TNNI3	KEGG
CTNNA1	ACTB	KEGG
MAP2K1	MAPK8	KEGG
SIRT1	FOXO1	KEGG
NR5A1	CYP17A1	KEGG
RAPGEF3	RAP1A	KEGG
MYD88	NOS2	KEGG
IGH	SYK	KEGG
RIPK1	CHUK	KEGG
HRAS	BRAP	KEGG
SMAD3	CDKN1A	KEGG
INPP5D	P3R3URF-PIK3R3	KEGG
MCL1	BCL2L11	KEGG
JUN	TNFAIP3	KEGG
TP53	MDM2	KEGG
PLCE1	PRKCA	KEGG
S1PR5	GNA13	KEGG
NFKB1	S100A8	KEGG
ARHGEF1	RHOA	KEGG
MAF	IL2RA	KEGG
LBP	CD14	KEGG
MET	CTNND1	KEGG
TRAF2	IKBKB	KEGG
FOS	S100A8	KEGG
MAP3K7	CHUK	KEGG
NFE2L2	DDIT3	KEGG
RPS6KA5	H3C14	KEGG
PYDC1	PYCARD	KEGG
MYBL2	LIN54	KEGG
BIRC2	CASP3	KEGG
LEFTY1	NODAL	KEGG
ROCK1	PPP1R12A	KEGG
IL21R	STAT3	KEGG
PPP3CA	TFEB	KEGG
IL1RN	IL1R2	KEGG
SRF	ELK1	KEGG
AFF4	CCNT1	KEGG
TICAM1	IRF3	KEGG
PRKCI	LLGL2	KEGG
PTGER4	GNAS	KEGG
IRF9	PML	KEGG
EGF	EGFR	KEGG
ACTB	STK3	KEGG
BAIAP2	ENAH	KEGG
ASGR1	TG	KEGG
PRKACA	FXYD1	KEGG
GNA13	ARHGEF12	KEGG
ALK	PLCG1	KEGG
GIT2	CDC42	KEGG
CNTN1	EPB41L1	KEGG
PRKACA	FOXO1	KEGG
RASGRF1	RRAS	KEGG
HSPD1	TLR4	KEGG
LRPAP1	LRP1	KEGG
GLI3	PTCH1	KEGG
AKT3	CTNNB1	KEGG
RPS6KA6	MEFV	KEGG
TBXA2R	GNA13	KEGG
TP53	IGFBP3	KEGG
CTNNA1	CTNNB1	KEGG
F2RL1	GNAQ	KEGG
PRKACA	RASGRF1	KEGG
ADRB3	GNAS	KEGG
TRAF2	GAB2	KEGG
RAB4A	RUFY2	KEGG
PTK2	SHC2	KEGG
TRAF2	CASP12	KEGG
ACP1	PTK2	KEGG
MIR143	KRAS	KEGG
NTRK1	MATK	KEGG
DRD1	GNAQ	KEGG
SLAMF7	PTPN6	KEGG
TBL1X	CTNNB1	KEGG
ERBB4	STAT5A	KEGG
AKT3	PPP1CA	KEGG
GPR119	GNAS	KEGG
NHERF1	MSN	KEGG
TRADD	TANK	KEGG
RAF1	BAD	KEGG
AFF4	CDK9	KEGG
IL21	IL21R	KEGG
TNF	SELE	KEGG
ONECUT1	PDX1	KEGG
LRP1	GULP1	KEGG
TP53	SFN	KEGG
PRKACA	ABCC8	KEGG
PPARGC1A	OGT	KEGG
FKBP8	GABARAP	KEGG
MAP3K7	NLK	KEGG
POU2F3	CD40	KEGG
HBEGF	ERBB4	KEGG
IL3	CSF2RB	KEGG
RAP1A	PLCE1	KEGG
PTK2	PTK2B	KEGG
AFDN	NECTIN3	KEGG
LYN	CD79B	KEGG
RASSF1	RASSF5	KEGG
ACTB	SYNPO	KEGG
JAM3	JAM2	KEGG
RABGEF1	RAB5A	KEGG
ARHGEF7	RAC1	KEGG
PPP2CA	RPS6KB1	KEGG
JUN	FASLG	KEGG
TNFRSF1A	FADD	KEGG
GULP1	RAC1	KEGG
PTK2	CAPN2	KEGG
SRC	HRAS	KEGG
NFKB1	CCL4L1	KEGG
MAVS	TRAF3	KEGG
MAP3K3	MAP2K3	KEGG
TTF1	TG	KEGG
SRC	GRB2	KEGG
ALK	PIK3CA	KEGG
NTRK1	FRS2	KEGG
WNT5A	FZD10	KEGG
JUN	TP53	KEGG
CLEC4E	CLEC4D	KEGG
BUB1	MAD2L2	KEGG
PDGFA	PDGFRA	KEGG
CBLB	SYK	KEGG
C3	CFP	KEGG
ATG101	RB1CC1	KEGG
OGT	CRTC2	KEGG
RBSN	EHD1	KEGG
NFATC1	NPPB	KEGG
ITPR1	NOS1	KEGG
TP53	FAS	KEGG
IL2RB	JAK1	KEGG
BMP8A	PRKAG2	KEGG
CALML6	ADCY1	KEGG
TRAF2	CHUK	KEGG
EPHB1	NGEF	KEGG
ESR2	CACNA1I	KEGG
ESR1	CCND1	KEGG
C5	C5AR1	KEGG
TAC4	TACR1	KEGG
GCC2	STX10	KEGG
MAPK7	FOS	KEGG
SAG	RHO	KEGG
IRF5	IFNB1	KEGG
RUVBL1	CTNNB1	KEGG
MAPT	NDUFC2-KCTD14	KEGG
PTPRC	LCK	KEGG
DCC	PAK1	KEGG
MAPK8	EGR1	KEGG
CDK5	DPYSL2	KEGG
HHATL	HHAT	KEGG
PTGER1	GNB5	KEGG
TAC3	TACR3	KEGG
MIRLET7A1	MYC	KEGG
RHEB	MLST8	KEGG
GZMB	CASP3	KEGG
NOD1	NFKB1	KEGG
UBE3A	TP53	KEGG
PTGER2	CREB1	KEGG
TAOK3	MAP2K6	KEGG
GNB5	RHOA	KEGG
AGTR1	GNA13	KEGG
RGL1	RALA	KEGG
PRKAG2	CD36	KEGG
TERT	TCF7	KEGG
TNFRSF1B	IRF1	KEGG
SRC	FCGR2A	KEGG
SYK	VAV3	KEGG
PRKACA	GLI1	KEGG
S1PR3	GNAI1	KEGG
PPP1R13L	TP53	KEGG
THRA	WNT4	KEGG
GATA3	IL13	KEGG
RUNX1	SPI1	KEGG
NGFR	RHOA	KEGG
PTK2	RHOA	KEGG
AGER	JAK2	KEGG
SMAD2	IL23R	KEGG
FOXO3	CRYAB	KEGG
MAPK8	IL18	KEGG
NFE2L2	NPPC	KEGG
NEO1	ARHGEF12	KEGG
STAT1	IL12RB1	KEGG
PGAM5	FUNDC1	KEGG
PRKD3	ITGAL	KEGG
FST	INHBA	KEGG
PAK4	MAP2K1	KEGG
FNBP1	CALCOCO2	KEGG
CD3D	FASLG	KEGG
GNAS	GNB5	KEGG
ACTC1	MYH6	KEGG
ARHGAP10	ACTB	KEGG
INHBB	BMPR1A	KEGG
SRC	CLEC7A	KEGG
MAF	IL4R	KEGG
JAK3	STAT3	KEGG
FCGR1A	SYK	KEGG
FGF1	FGFR1	KEGG
PPP1CA	RB1	KEGG
RRAS2	ARAF	KEGG
NFKB1	PDGFA	KEGG
PTPN6	PDCD1	KEGG
KRAS	ARAF	KEGG
CTNNA1	VCL	KEGG
TLR4	TICAM2	KEGG
MIR21	RECK	KEGG
PRKACA	GSK3B	KEGG
CRTC2	PCK1	KEGG
CLEC4M	TGFB1	KEGG
PPARGC1A	SOD1	KEGG
SP1	PLD1	KEGG
CHEK1	CDC25A	KEGG
PDYN	OPRD1	KEGG
MAPK14	FOS	KEGG
JAM2	JAM3	KEGG
MRAS	RASSF5	KEGG
AKT3	TP53	KEGG
FPR1	P3R3URF-PIK3R3	KEGG
KLF2	THBD	KEGG
HTRA2	BIRC2	KEGG
APAF1	CYCS	KEGG
PRKCB	CARD10	KEGG
HTT	STX1A	KEGG
NKX2-2	INS	KEGG
SETD7	FOXO6	KEGG
GNB5	SCN1A	KEGG
NKX2-2	NKX6-1	KEGG
MAPK14	IL1A	KEGG
FCER1G	P3R3URF-PIK3R3	KEGG
NTNG2	LRRC4	KEGG
RAP1A	TIAM1	KEGG
NOD2	MAVS	KEGG
PSEN1	ITPR1	KEGG
HCST	PLCG1	KEGG
RARA	JUP	KEGG
CHUK	MTOR	KEGG
PALB2	BRCA2	KEGG
EIF2AK2	CHUK	KEGG
JUN	TGFB1	KEGG
FN1	SDC1	KEGG
MAP3K8	MAP3K14	KEGG
KNG1	EDNRA	KEGG
IRF5	CCL3L3	KEGG
IL12RB1	IL18RAP	KEGG
JUN	CCL2	KEGG
AGTR1	PLCB1	KEGG
CEBPB	LCN2	KEGG
EPO	EPOR	KEGG
STAT5A	GATA3	KEGG
STAT1	OAS1	KEGG
ETS1	CDK4	KEGG
MAPK14	NEFM	KEGG
SIGLEC10	PTPN11	KEGG
F11R	AFDN	KEGG
AURKA	CPEB2	KEGG
AMBRA1	HUWE1	KEGG
CLEC6A	FCER1G	KEGG
PLAU	PLAUR	KEGG
PTPRD	PPFIA4	KEGG
FYN	PLXNA1	KEGG
MAP3K7	MAP2K1	KEGG
SP1	NCEH1	KEGG
CD36	LYN	KEGG
RAB7A	CTSD	KEGG
TTK	MAD1L1	KEGG
TP53	PERP	KEGG
RPS6KA6	ESR1	KEGG
AKT3	MTOR	KEGG
AGT	CXCR4	KEGG
PRKCI	STK11	KEGG
ATR	BRCA1	KEGG
NF1	HRAS	KEGG
PLA2R1	IL10	KEGG
MET	JAK1	KEGG
TP53	GADD45G	KEGG
STK11	PRKAA1	KEGG
PRKACA	AQP2	KEGG
NR1H3	SREBF1	KEGG
ACTN4	LMO7	KEGG
TP53	SERPINE1	KEGG
CASP7	ACTB	KEGG
PRKCA	MAPK1	KEGG
EHD1	RAB11FIP2	KEGG
NFKB1	CXCL10	KEGG
JUN	IL4	KEGG
FOS	CXCL10	KEGG
THRB	GATA4	KEGG
CAMK2A	TRPV1	KEGG
MAPK1	GJA1	KEGG
MAPK1	RPS6KA5	KEGG
ARRB1	MAPK1	KEGG
FGFR3	JAK1	KEGG
MIR122	SLC7A1	KEGG
PGR	P3R3URF-PIK3R3	KEGG
ERN1	TRAF2	KEGG
FDPS	HRAS	KEGG
CHRM1	GNA11	KEGG
CTNNB1	CDH1	KEGG
CXCR4	GNAI1	KEGG
NFATC1	IL2	KEGG
SIKE1	IKBKE	KEGG
PRKAG2	CFTR	KEGG
RGCC	RHOA	KEGG
USP25	TRAF6	KEGG
CXADR	JAM3	KEGG
GATA4	IL1A	KEGG
WNT4	FZD3	KEGG
FYN	GAB2	KEGG
TRAF6	TAB1	KEGG
TNFAIP3	TRAF6	KEGG
JUN	TNF	KEGG
RIPK2	IKBKG	KEGG
GRIN1	CACNA1C	KEGG
TP53	TIGAR	KEGG
PALS1	MPDZ	KEGG
PENK	OGFR	KEGG
CAMKK2	PRKAA1	KEGG
CXCL8	CXCR1	KEGG
ZYX	ACTB	KEGG
MAPK14	RORC	KEGG
EGFR	ERBB2	KEGG
ITGAV	SRC	KEGG
PRKCA	PXN	KEGG
PRKCE	TRPV1	KEGG
CSF1R	IRS1	KEGG
PPP1CA	EIF2S1	KEGG
NFKB1	TRAF1	KEGG
GABBR1	GNB5	KEGG
CCL7	CCR1	KEGG
HNF1A	FOXA3	KEGG
SPI1	FCGR1A	KEGG
TIMP3	MMP2	KEGG
MIR1-1	MET	KEGG
AGTR1	TGFB1	KEGG
FNIP2	FLCN	KEGG
MARVELD3	MAP3K1	KEGG
ABL1	MYC	KEGG
CAMK2A	RYR2	KEGG
RAP2C	RHOA	KEGG
MAPK8	PCYT1A	KEGG
PIK3C2A	SNX18	KEGG
NFATC1	CALCR	KEGG
DVL1	GSK3B	KEGG
MAPKAPK2	ZFP36L1	KEGG
NCK1	LCP2	KEGG
PRKACA	ESR1	KEGG
PRKAA1	MTOR	KEGG
CCL14	CCR1	KEGG
SMAD2	SMAD1	KEGG
IRAK4	IRAK1	KEGG
CAMK4	CREB1	KEGG
JAK2	STAT1	KEGG
ITGA2	P3R3URF-PIK3R3	KEGG
CCL22	CCR4	KEGG
PDX1	INS	KEGG
LIPA	PPARD	KEGG
MIR7-1	IRS2	KEGG
MIR31	ITGA5	KEGG
NRCAM	CNTN2	KEGG
TSC2	RHEB	KEGG
GHRL	CHRM1	KEGG
ERBB2	MYC	KEGG
PDX1	NKX6-1	KEGG
HEY1	CCND1	KEGG
CHMP7	CHMP4B	KEGG
INSL5	RXFP2	KEGG
CACNG3	RASGRP1	KEGG
RXFP3	EGFR	KEGG
ARHGEF1	CDC42	KEGG
GSK3B	IGFALS	KEGG
FZD10	CTNNB1	KEGG
ETS1	MMP1	KEGG
GNAL	ADCY3	KEGG
MIR21	BMPR2	KEGG
IL1A	IL1R1	KEGG
VDAC1	STAR	KEGG
PVR	CD226	KEGG
RGMA	NEO1	KEGG
CD244	PTPN6	KEGG
TARDBP	NDUFC2-KCTD14	KEGG
TBPL2	MYOD1	KEGG
CREBBP	TP53	KEGG
JUN	FOS	KEGG
CAMK2A	GRM1	KEGG
GNAI1	MAPK1	KEGG
OPRM1	GNAI1	KEGG
GLDN	NRCAM	KEGG
ZBP1	TBK1	KEGG
MIRLET7A1	HMGA2	KEGG
TNFRSF11A	TYROBP	KEGG
NOD1	ATG16L1	KEGG
GJA1	TJP1	KEGG
AFDN	CDC42	KEGG
LUM	MDM2	KEGG
EIF4EBP2	CRYAB	KEGG
FOXO1	G6PC1	KEGG
MTOR	IGFALS	KEGG
RHO	GNAT1	KEGG
PRKN	PLCB1	KEGG
NECTIN2	AFDN	KEGG
PRPH	NEFM	KEGG
POU2F3	CYP1A1	KEGG
MIR330	E2F1	KEGG
CCL13	CCR1	KEGG
LTBP1	TGFB1	KEGG
FOXO3	RBL2	KEGG
IFI16	AIM2	KEGG
NPR3	GNB5	KEGG
FCER1G	NCR1	KEGG
TNFRSF1A	IKBKB	KEGG
C3	ATG16L1	KEGG
GLI1	KIF7	KEGG
GABARAP	BIRC6	KEGG
NPVF	NPFFR2	KEGG
CASP3	DCC	KEGG
RACK1	IFNAR1	KEGG
FZD10	ROR1	KEGG
LIPA	NR1H3	KEGG
IKBKB	IRS2	KEGG
E2F1	BNIP3	KEGG
MAPK1	LAMTOR3	KEGG
PRKCA	HRAS	KEGG
MIR451A	ABCB1	KEGG
F11R	JAM3	KEGG
CRTC2	AKT3	KEGG
STAT3	RORC	KEGG
NR1D1	NFIL3	KEGG
IRF3	CD86	KEGG
TP53	BCL2L1	KEGG
PTGER1	GNAS	KEGG
RHOA	ROCK1	KEGG
SMO	SUFU	KEGG
JAM2	TJP1	KEGG
POMC	MC3R	KEGG
RAC1	RHOA	KEGG
PAQR7	P3R3URF-PIK3R3	KEGG
RYR1	CALML6	KEGG
ADIPOQ	PPARA	KEGG
MAFA	PDX1	KEGG
CREB3	STAR	KEGG
RAP1A	RHOA	KEGG
H3C14	CXCL8	KEGG
BBC3	TP53AIP1	KEGG
PPARA	CPT1B	KEGG
TNFRSF1A	SREBF1	KEGG
MIR15A	CCNE1	KEGG
FGFR1	MAPK1	KEGG
JUN	ITGAL	KEGG
CREB1	HLA-DMA	KEGG
MAN1B1	MAN1A2	KEGG
HTR2A	CACNA1C	KEGG
MAP2K3	MAPK1	KEGG
ICAM3	MSN	KEGG
MIR21	PTEN	KEGG
IKBKE	TANK	KEGG
STAB1	GULP1	KEGG
ARF6	ARF1	KEGG
RSPO1	ZNRF3	KEGG
HRAS	PLD1	KEGG
CCL24	CCR3	KEGG
NTRK1	IRS1	KEGG
PPP3CA	GRM1	KEGG
FANCM	FAAP24	KEGG
XKR4	BSG	KEGG
TLR5	MYD88	KEGG
ARNT	EPAS1	KEGG
AFF4	MLLT1	KEGG
HLA-DMA	CD247	KEGG
EXOC7	RHOQ	KEGG
RPS6KA6	PPP1CA	KEGG
KCNK2	CACNA1I	KEGG
ITGB1	PTK2	KEGG
CTTN	WHAMM	KEGG
IRF1	IFNB1	KEGG
PRKN	BAX	KEGG
PTPN6	PRKCQ	KEGG
AKT3	TSC2	KEGG
STAT1	STAT2	KEGG
TRAF6	ULK1	KEGG
FOXO6	SOD2	KEGG
IRAK1	IRF7	KEGG
STAT1	LHCGR	KEGG
L1CAM	NCAM1	KEGG
FRS2	CRK	KEGG
CREB3	TNFSF11	KEGG
HRAS	MAP3K1	KEGG
TP53	DDB2	KEGG
AVP	LPAR6	KEGG
CDC42	MAP2K3	KEGG
RHOA	PAK1	KEGG
JUN	IL2	KEGG
APLNR	GNA13	KEGG
CDC42	IQGAP1	KEGG
RGMA	LRIG2	KEGG
FRAT1	DVL1	KEGG
PGR	JAG1	KEGG
MSN	ICAM1	KEGG
MAP3K11	MAPK8IP3	KEGG
GNA12	RASA2	KEGG
RAF1	P3R3URF-PIK3R3	KEGG
PRKACA	RHOA	KEGG
CEBPB	MMP13	KEGG
PPP1R1A	PPP1CA	KEGG
UVRAG	RUBCN	KEGG
PRKACA	CTNNB1	KEGG
PPP1CA	GRIA1	KEGG
IGH	TSHR	KEGG
LRP2	TG	KEGG
ACTB	TJP1	KEGG
CXADR	TJP1	KEGG
P3R3URF-PIK3R3	ATP1B4	KEGG
GNAT3	PLCB1	KEGG
NFKB2	ICAM1	KEGG
DBP	RORA	KEGG
NGFR	CDC42	KEGG
NFATC1	FGF2	KEGG
KIT	SHC2	KEGG
PRKCA	MAPK7	KEGG
FZD10	GNAO1	KEGG
MAPK1	SMAD2	KEGG
IRF1	IL12A	KEGG
PRKAG2	ELAVL1	KEGG
EGF	ERBB2	KEGG
MSI2	PABPC4L	KEGG
NRCAM	NFASC	KEGG
IFNG	SMAD6	KEGG
IL6ST	P3R3URF-PIK3R3	KEGG
DRD5	GNAL	KEGG
RAC1	MAP3K11	KEGG
NFKB1	CCL11	KEGG
RHOA	PLCE1	KEGG
STAT1	NOS2	KEGG
PLCB1	CAMK2A	KEGG
BBC3	TP53	KEGG
PRKG1	LIPE	KEGG
MASP1	CFD	KEGG
MIR373	CD44	KEGG
MAPK8	SMAD4	KEGG
JUN	F3	KEGG
CDC42	IQGAP2	KEGG
TRAF6	MAP3K1	KEGG
CLEC7A	LSP1	KEGG
CALCA	CALCRL	KEGG
ZAP70	VAV3	KEGG
GP6	LYN	KEGG
GRM1	AGAP2	KEGG
CR1	PTGS2	KEGG
FGFR1	HRAS	KEGG
PRKACA	TPTEP2-CSNK1E	KEGG
STAT6	IL4	KEGG
CCR5	GNB5	KEGG
CDX2	REG4	KEGG
PRKACA	SOX9	KEGG
SIAH1	CACYBP	KEGG
SVIP	NPLOC4	KEGG
ITCH	NOTCH1	KEGG
TRIO	RHOA	KEGG
STAT1	TNFSF11	KEGG
MIR199A1	PTGS2	KEGG
SMAD1	SMAD4	KEGG
HCRT	HCRTR1	KEGG
PRKACA	SCN1A	KEGG
FGFR1	GRB2	KEGG
PRKCD	MAP2K1	KEGG
PPP1R12A	MYL9	KEGG
CGNL1	ARHGEF2	KEGG
JUN	IL12RB1	KEGG
PRKCZ	IRS1	KEGG
BAX	AIFM1	KEGG
GLI3	GLI1	KEGG
NOD2	ATG16L1	KEGG
VAV3	P3R3URF-PIK3R3	KEGG
TP53AIP1	CYCS	KEGG
IL1R1	MAP3K3	KEGG
RPS6KB1	FOS	KEGG
HLA-G	KIR3DL2	KEGG
RASGRP2	RAP1A	KEGG
GNB5	ADCY1	KEGG
THRB	MYH6	KEGG
RIPK1	TRAF6	KEGG
FZD10	PLCB1	KEGG
LEF1	BIRC5	KEGG
FOXO6	TNFSF10	KEGG
AXL	PLCG1	KEGG
PIK3R6	PRKCZ	KEGG
APPL1	STK11	KEGG
NCK2	PTK2	KEGG
NFKB1	GATA3	KEGG
GZMB	MCL1	KEGG
IKBKB	NFKBIA	KEGG
FOS	GATA3	KEGG
ITGB1	PRKCA	KEGG
CEBPB	S100A8	KEGG
RRAS2	CDKN2A	KEGG
PML	RARA	KEGG
PLAT	PLG	KEGG
PARK7	TP53	KEGG
SKP2	RB1	KEGG
SHOC2	RRAS2	KEGG
ELK1	CCND1	KEGG
PALS1	MPP4	KEGG
GNAI1	IL12A	KEGG
ATP2A1	CAMK2A	KEGG
LY96	TLR4	KEGG
RAPGEF1	CBL	KEGG
IRF9	IRF7	KEGG
SST	SSTR2	KEGG
MAP2K2	MAPK1	KEGG
GRIN1	CACNA1I	KEGG
ERBB2	SHC2	KEGG
FBXO5	CDC20	KEGG
PRKCD	NLRC4	KEGG
NR4A1	CYP11B2	KEGG
PRKCQ	CARD11	KEGG
RARA	DUSP6	KEGG
PINK1	PRKN	KEGG
ADCYAP1R1	GNA11	KEGG
KISS1	KISS1R	KEGG
TRAF6	MAP2K4	KEGG
NFKB1	PTPN13	KEGG
TXNIP	NLRP3	KEGG
CDK5	GSK3B	KEGG
STX17	ATG14	KEGG
CREB3	TG	KEGG
PRKACA	GLI3	KEGG
GRK2	OPRM1	KEGG
PRKG1	PRKCE	KEGG
RRAS2	TIAM1	KEGG
SP1	CYP11B1	KEGG
F11R	TJP1	KEGG
EFNB1	NCK2	KEGG
CAMK2A	MAPK1	KEGG
PTPN6	KDR	KEGG
MIR30A	ATM	KEGG
TRAF2	DAB2IP	KEGG
GSK3B	KLC3	KEGG
GRIN1	NOS1	KEGG
MAPK1	IGFALS	KEGG
YES1	CTNND1	KEGG
INHBA	ACVR1C	KEGG
TNFSF14	TNFRSF6B	KEGG
PPARGC1B	MLXIP	KEGG
RRAGB	MTOR	KEGG
XBP1	DDIT3	KEGG
CCKAR	GNAQ	KEGG
TNFSF13B	TNFRSF17	KEGG
STAT5A	IL2RA	KEGG
TRAF2	BIRC2	KEGG
CREB3	NPY	KEGG
LAT	MAPK14	KEGG
DUSP3	MAPK1	KEGG
MPP3	ACTB	KEGG
THRB	CCND1	KEGG
RIPK2	MAPK14	KEGG
TP53	SERPINB5	KEGG
AXIN1	GSK3B	KEGG
PRKACA	PPARA	KEGG
MAPK1	GNRH1	KEGG
SOD1	PPP3CA	KEGG
IRS1	PIK3R6	KEGG
NGF	NTRK1	KEGG
PABPC4L	CNOT7	KEGG
IFNG	IFNGR1	KEGG
ATF4	PPP1R15A	KEGG
RASD1	GNB5	KEGG
KIRREL1	NCK1	KEGG
PRKCB	SLC2A2	KEGG
CREB3	CREBBP	KEGG
MAP2K7	MAPK14	KEGG
TNNT2	TPM1	KEGG
ATG7	GABARAP	KEGG
APP	NAE1	KEGG
DAXX	TP53	KEGG
MAP3K8	MAP2K7	KEGG
CARD9	BCL10	KEGG
TP53	STEAP3	KEGG
MYC	LDHAL6A	KEGG
CYBB	CAMK2A	KEGG
TAB2	MAP3K7	KEGG
HRAS	MAP3K3	KEGG
NRAS	P3R3URF-PIK3R3	KEGG
NTRK1	SH2B2	KEGG
PRKACA	VASP	KEGG
CCL20	CCR6	KEGG
ATM	CHEK1	KEGG
MIR34A	SIRT1	KEGG
PARVB	ILK	KEGG
CREB1	TGFB1	KEGG
MAVS	TRAF2	KEGG
LIMK1	CASP1	KEGG
ICOS	P3R3URF-PIK3R3	KEGG
PRKDC	TP53	KEGG
LAT	MAPK1	KEGG
ACP1	CTNNB1	KEGG
VLDLR	DAB1	KEGG
MIR145	IRS1	KEGG
IGH	ADRB1	KEGG
TRAP1	CYCS	KEGG
MEGF11	C1QA	KEGG
KRIT1	CCM2	KEGG
ABL1	CTNNB1	KEGG
TLN1	ITGA2B	KEGG
MYL2	MYL12B	KEGG
SOCS4	STAT1	KEGG
CTSC	BCL2L1	KEGG
STAT1	ELF5	KEGG
ATG13	ATG9B	KEGG
GNAQ	PLA2G4B	KEGG
DRD2	GNB5	KEGG
USP8	EGFR	KEGG
SMAD2	CDKN2B	KEGG
MAP3K2	MAP2K3	KEGG
VPS4A	VTA1	KEGG
GSK3B	SOCS1	KEGG
CGN	ARHGEF2	KEGG
YWHAQ	BAD	KEGG
EEF2K	EEF2	KEGG
MAPK8IP2	MAPK8	KEGG
PGR	KLF4	KEGG
CD40	CD40LG	KEGG
FCGR3B	SYK	KEGG
HBA1	HPR	KEGG
MAPK8IP3	MAP3K1	KEGG
ERBB2	CTNNB1	KEGG
CEBPA	PER2	KEGG
SMG5	UPF1	KEGG
GABRA1	NSF	KEGG
NFKB2	IL15	KEGG
NCOA4	FTH1	KEGG
TNFRSF13C	MAP3K14	KEGG
PLCG1	LAT	KEGG
DMD	ACTB	KEGG
PPP2CA	PRKCI	KEGG
MLXIP	PKLR	KEGG
HRAS	RALGDS	KEGG
EDNRA	GNA13	KEGG
MAPK1	STMN1	KEGG
MASP2	MASP1	KEGG
GRB2	P3R3URF-PIK3R3	KEGG
F2R	GNA13	KEGG
OCLN	TJP1	KEGG
CAPN1	IL1A	KEGG
LYN	CD19	KEGG
TNFSF9	TNFRSF9	KEGG
CAMK2A	HRAS	KEGG
MTOR	IGF1	KEGG
TRHR	GNB5	KEGG
BVES	TJP1	KEGG
ATG16L1	GABARAP	KEGG
ITGAV	ITGB3	KEGG
EMP3	TGFBR2	KEGG
SRC	PTK2	KEGG
PRKACA	ULK1	KEGG
MAP2K4	MAPK8	KEGG
CCL27	CCR2	KEGG
AR	MIRLET7A1	KEGG
SP1	CYP17A1	KEGG
MAPK14	NOS2	KEGG
ARHGAP29	RASIP1	KEGG
STAT6	IL2	KEGG
ADIPOR1	APPL1	KEGG
PAX6	INS	KEGG
NMU	NMUR1	KEGG
STIM2	ORAI2	KEGG
P2RY1	GNA11	KEGG
TCF3	BAX	KEGG
CCM2	SMURF1	KEGG
OGFR	GNB5	KEGG
IRF3	IFNB1	KEGG
IRF5	TNF	KEGG
MAPK14	CREB3	KEGG
RAP1A	CDC42	KEGG
RHEB	MTOR	KEGG
TMBIM6	BAX	KEGG
CYLD	SQSTM1	KEGG
CACNA1C	NOS1	KEGG
NOD2	NLRP1	KEGG
PRKG1	CREB1	KEGG
CD40LG	CD40	KEGG
IQGAP1	ACTB	KEGG
MYC	SLC2A1	KEGG
ITGA2B	FGA	KEGG
SYK	MAP3K7	KEGG
ADIPOQ	ADIPOR1	KEGG
SIRT1	PPARG	KEGG
HIPK3	TP53	KEGG
TJP1	VASP	KEGG
GLI1	SUFU	KEGG
ARHGAP29	RHOA	KEGG
NTRK3	GRB2	KEGG
CADM3	CASK	KEGG
LYN	PRKCA	KEGG
IGH	PLCG1	KEGG
NTRK1	P3R3URF-PIK3R3	KEGG
PTPRB	CTNNB1	KEGG
PRKACA	CFTR	KEGG
ADAM17	HBEGF	KEGG
GABARAP	VPS39	KEGG
RPS6KA6	ATF4	KEGG
STAT5A	CCND1	KEGG
LAMC3	ITGA6	KEGG
PTPRZ1	GIT1	KEGG
CHRM3	GNA11	KEGG
IGH	C1QA	KEGG
WTIP	LATS2	KEGG
NOS1	RASD1	KEGG
GATA4	TRAF3IP2	KEGG
NFASC	ANK2	KEGG
PRICKLE1	VANGL2	KEGG
YAP1	FGF1	KEGG
TP53	BNIP3L	KEGG
LAT	GRB2	KEGG
CTSB	CD74	KEGG
NFATC1	ITGB3	KEGG
C1QA	LRP1	KEGG
CLEC4M	ICAM3	KEGG
ATG7	ATG12	KEGG
DRD1	GNB5	KEGG
APLN	APLNR	KEGG
RHOA	ACTB	KEGG
TRPV5	RAB11A	KEGG
MIR141	STAT5A	KEGG
PRLH	PRLHR	KEGG
FGFR3	SRC	KEGG
HRAS	RASSF5	KEGG
STAT1	CCND2	KEGG
RALGDS	MAPK8	KEGG
CAPN2	TLN1	KEGG
GRB2	GAB2	KEGG
PRKG1	PLIN1	KEGG
ERO1A	PDIA6	KEGG
IQGAP1	CTNNB1	KEGG
CFTR	NHERF1	KEGG
FOXO3	CDKN1A	KEGG
GZMB	LMNA	KEGG
NTRK1	KIDINS220	KEGG
ZBP1	IKBKE	KEGG
TNFSF13	TNFRSF17	KEGG
CSF2RB	P3R3URF-PIK3R3	KEGG
CASP9	CASP7	KEGG
MEFV	PSTPIP1	KEGG
LEF1	PPARD	KEGG
PTPN2	JAK1	KEGG
ESR1	NCOR1	KEGG
PXN	CDC42	KEGG
